c,codemirror-4.2/mode/clike/clike.js,text/x-csrc,main.c
arduino,codemirror-4.2/mode/clike/clike.js,text/x-csrc,main.c
verilog,codemirror-4.2/mode/verilog/verilog.js,text/x-verilog,main.v
